[2023-03-25 05:22:51,763]  INFO {AuthenticationHandlerAdapter} - User admin logged in successfully
[2023-03-25 05:23:56,022]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:1e236860-9823-4bbb-8ae4-e0986e9a15e9,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_27cfb896-40bf-4988-90be-3ffead7e5fae,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns28:REQUEST_STATUS xmlns:axis2ns28="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns28:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:23:56,263]  INFO {EndpointContext} - Manually activating endpoint : MustDeliverDemoEP with address http://mibackend:8281/process
[2023-03-25 05:24:00,093]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:eac6a5e8-10a2-41b2-8f70-dbb2bcc2a638,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:00,099]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:00,123]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:2220f7c2-7580-446c-aff3-16ba70607641,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 2,isSuccess = true
[2023-03-25 05:24:00,126]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:2220f7c2-7580-446c-aff3-16ba70607641, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_7261bd4e-caa7-47ad-aae0-6d988574af2e_1a542f5d-f27d-4a66-969a-053a0b90ebee_0941f0ee-fafe-418f-8711-f9c7581951e3, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:2220f7c2-7580-446c-aff3-16ba70607641</p:correlation_id><p:retry_count>2</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:00,135]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:2220f7c2-7580-446c-aff3-16ba70607641,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_7261bd4e-caa7-47ad-aae0-6d988574af2e_1a542f5d-f27d-4a66-969a-053a0b90ebee_0941f0ee-fafe-418f-8711-f9c7581951e3,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns30:REQUEST_STATUS xmlns:axis2ns30="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns30:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:04,036]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:c4d4cc16-c063-4d32-83b6-e39e8b8137a3,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:04,038]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:04,050]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:b3118ea4-8ca1-4a14-bb18-d1b492ab2ede,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 3,isSuccess = true
[2023-03-25 05:24:04,055]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:b3118ea4-8ca1-4a14-bb18-d1b492ab2ede, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_7261bd4e-caa7-47ad-aae0-6d988574af2e_107782f7-86ca-40ff-8bb0-3601940cc939_815b5571-7166-4060-b890-fe56c3788f10, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:b3118ea4-8ca1-4a14-bb18-d1b492ab2ede</p:correlation_id><p:retry_count>3</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:04,067]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:b3118ea4-8ca1-4a14-bb18-d1b492ab2ede,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_7261bd4e-caa7-47ad-aae0-6d988574af2e_107782f7-86ca-40ff-8bb0-3601940cc939_815b5571-7166-4060-b890-fe56c3788f10,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns31:REQUEST_STATUS xmlns:axis2ns31="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns31:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:07,980]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:58b551e1-2601-4dbd-9c3c-ced1cb5395ad,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:07,982]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:08,003]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:c7342601-29ed-478c-8106-8187229f0000,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 3,isSuccess = true
[2023-03-25 05:24:08,008]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:c7342601-29ed-478c-8106-8187229f0000, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_7261bd4e-caa7-47ad-aae0-6d988574af2e_65555685-2560-4de1-8d9f-4bd2d118bc3c, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:c7342601-29ed-478c-8106-8187229f0000</p:correlation_id><p:retry_count>3</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:08,022]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:c7342601-29ed-478c-8106-8187229f0000,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_7261bd4e-caa7-47ad-aae0-6d988574af2e_65555685-2560-4de1-8d9f-4bd2d118bc3c,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns32:REQUEST_STATUS xmlns:axis2ns32="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns32:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:12,022]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:855b1a88-6f02-4105-a49f-4d6cd46bd830,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:12,027]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:12,051]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:054fb3d1-0608-44d7-89d7-4e7b1a773bcd,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 3,isSuccess = true
[2023-03-25 05:24:12,057]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:054fb3d1-0608-44d7-89d7-4e7b1a773bcd, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_fe665687-d2e6-4453-b485-fcdb4ac4afab_e22dbb54-bc9b-41c0-8d11-fd2ab515990e_e4c22956-e376-4055-8f6b-af9dc7d3d80c, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:054fb3d1-0608-44d7-89d7-4e7b1a773bcd</p:correlation_id><p:retry_count>3</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:12,070]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:054fb3d1-0608-44d7-89d7-4e7b1a773bcd,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_fe665687-d2e6-4453-b485-fcdb4ac4afab_e22dbb54-bc9b-41c0-8d11-fd2ab515990e_e4c22956-e376-4055-8f6b-af9dc7d3d80c,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns33:REQUEST_STATUS xmlns:axis2ns33="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns33:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:16,020]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:908c9548-aea2-433f-aa15-9bffd6e00221,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:16,024]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:16,049]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:5b6c1864-96d8-4935-bb5a-a4c68bdb7385,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 4,isSuccess = true
[2023-03-25 05:24:16,055]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:5b6c1864-96d8-4935-bb5a-a4c68bdb7385, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_fe665687-d2e6-4453-b485-fcdb4ac4afab_298830d6-499d-485c-8961-386ea4ff54b0_53a43750-b54d-445b-97b4-35e15667a018, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:5b6c1864-96d8-4935-bb5a-a4c68bdb7385</p:correlation_id><p:retry_count>4</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:16,119]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:5b6c1864-96d8-4935-bb5a-a4c68bdb7385,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_fe665687-d2e6-4453-b485-fcdb4ac4afab_298830d6-499d-485c-8961-386ea4ff54b0_53a43750-b54d-445b-97b4-35e15667a018,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns34:REQUEST_STATUS xmlns:axis2ns34="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns34:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:19,994]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:971ab379-51e3-4cc9-990c-7e2c7640b553,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:19,999]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:20,026]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:b28d0b3b-81e8-49eb-adac-e5002e79a68a,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 4,isSuccess = true
[2023-03-25 05:24:20,032]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:b28d0b3b-81e8-49eb-adac-e5002e79a68a, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_fe665687-d2e6-4453-b485-fcdb4ac4afab_ec713996-4dfd-4a2d-95b5-21ca9db95d09, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:b28d0b3b-81e8-49eb-adac-e5002e79a68a</p:correlation_id><p:retry_count>4</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:20,040]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:b28d0b3b-81e8-49eb-adac-e5002e79a68a,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_fe665687-d2e6-4453-b485-fcdb4ac4afab_ec713996-4dfd-4a2d-95b5-21ca9db95d09,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns35:REQUEST_STATUS xmlns:axis2ns35="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns35:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:23,984]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:f14a5bfa-8b6c-43b1-9e6a-c334746a2154,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:23,992]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:24,017]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:56c9bd09-0316-466a-a76f-6fabd13478db,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 3,isSuccess = true
[2023-03-25 05:24:24,020]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:56c9bd09-0316-466a-a76f-6fabd13478db, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_c3c2410e-585a-4c8d-b81f-da48ca004123_f00ff27e-7e29-4cd9-8360-d01320928ea5, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:56c9bd09-0316-466a-a76f-6fabd13478db</p:correlation_id><p:retry_count>3</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:24,032]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:56c9bd09-0316-466a-a76f-6fabd13478db,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_c3c2410e-585a-4c8d-b81f-da48ca004123_f00ff27e-7e29-4cd9-8360-d01320928ea5,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns36:REQUEST_STATUS xmlns:axis2ns36="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns36:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:27,985]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:4a6981b0-7d43-4410-af6d-fb42825b7651,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:27,988]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:28,025]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:13034ac5-9bb8-445d-9dba-b7e1303834ae,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 4,isSuccess = true
[2023-03-25 05:24:28,031]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:13034ac5-9bb8-445d-9dba-b7e1303834ae, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_629a78f4-64cb-4b11-8d50-99c05208c2fb_fa63c5d3-628e-4bf2-b95e-f73c582b4b60, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:13034ac5-9bb8-445d-9dba-b7e1303834ae</p:correlation_id><p:retry_count>4</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:28,039]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:13034ac5-9bb8-445d-9dba-b7e1303834ae,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_629a78f4-64cb-4b11-8d50-99c05208c2fb_fa63c5d3-628e-4bf2-b95e-f73c582b4b60,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns37:REQUEST_STATUS xmlns:axis2ns37="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns37:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:32,004]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Enter Seq,MessageID = urn:uuid:c59b71ce-12dd-4f0b-8b46-7d30610d28f6,Payload = null,MSG = Message successfully delivered to MI-Backend.
[2023-03-25 05:24:32,006]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = MustDeliverDemoSuccessSeq,Loc = Exit Seq
[2023-03-25 05:24:32,020]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} Seq_Nam = RecordDeliveryStatusSeq,Loc = Enter Seq,MessageID = urn:uuid:e00d1fa1-97e0-4b3a-90d2-05f017bd028e,mp_name = MustDeliverDemoMP,mp_isDeactivated = false,retry_count = 4,isSuccess = true
[2023-03-25 05:24:32,024]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process, MessageID: urn:uuid:e00d1fa1-97e0-4b3a-90d2-05f017bd028e, correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_23fb2557-8a4f-4fc1-820a-648c3539e363, Direction: request, DEBUG = This is what we are sending to the database, except for this debug statement., Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><p:insertDemoStats xmlns:p="http://ws.wso2.org/dataservice/demostatsds"><p:correlation_id>urn:uuid:e00d1fa1-97e0-4b3a-90d2-05f017bd028e</p:correlation_id><p:retry_count>4</p:retry_count><p:mp_name>MustDeliverDemoMP</p:mp_name><p:mp_isdisabled>false</p:mp_isdisabled><p:is_success>true</p:is_success></p:insertDemoStats></soapenv:Body></soapenv:Envelope>
[2023-03-25 05:24:32,033]  INFO {LogMediator} - {api:MustDeliverDemoAPI:v1.0.0} To: /process,MessageID: urn:uuid:e00d1fa1-97e0-4b3a-90d2-05f017bd028e,correlation_id: d2aadd19-600e-4959-a6a3-4f9e9e4c6f73_f975d829-745b-40ff-8b10-19882d2d77ed_23fb2557-8a4f-4fc1-820a-648c3539e363,Direction: request,Seq_Nam = RecordDeliveryStatusSeq,DEBUG = Response back from DSS,Loc = Exit Seq,Envelope: <?xml version='1.0' encoding='utf-8'?><soapenv:Envelope xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/"><soapenv:Body><axis2ns38:REQUEST_STATUS xmlns:axis2ns38="http://ws.wso2.org/dataservice">SUCCESSFUL</axis2ns38:REQUEST_STATUS></soapenv:Body></soapenv:Envelope>

